dates,Lake_City,Camden,Hillsboro,Phoenix_Area,Marshall,Subiaco,Hobart_Municipal_AP,Tucumcari_4_NE_,Death_Valley_National_Park,Hopewell,Neosho,Las_Animas,Blanding,Yosemite_National_Park_Area,Saluda,Clarksdale,Portales,Springerville,Ojai
Latitude,30.2675,33.6139,32.0728,33.6194,35.8136,35.3233,35.0417,35.2281,36.5383,37.3364,36.8681,38.1406,37.6644,37.7169,34.0542,34.3017,34.2308,34.1331,34.4503
Longitude,-82.6306,-92.8531,-97.0931,-110.9208,-82.6864,-93.6356,-99.0894,-103.7394,-117.0936,-77.2842,-94.3681,-103.2272,-109.4794,-119.6653,-81.775,-90.5644,-103.3375,-109.1331,-119.2439
1919-02-01,0.75,3.39,2.16,0.75,1.55,,1.15,0.32,0.0,2.45,2.34,0.94,1.67,8.28,4.75,2.83,0.06,1.2,2.45
1919-04-01,0.17,3.73,4.2,0.17,2.69,,7.78,3.61,0.0,4.46,2.1,5.08,0.25,,2.21,2.68,1.84,0.3,0.4
1919-06-01,0.0005,5.77,3.91,0.0005,8.56,5.52,5.17,6.39,0.0,2.32,8.85,3.57,0.0005,,8.88,3.61,3.74,0.01,
1919-08-01,2.4,6.24,7.88,2.4,1.15,1.93,0.69,2.53,0.0,4.77,1.87,1.42,1.44,0.0005,6.58,4.67,0.85,3.6,
1919-10-01,0.25,,6.93,0.25,2.95,8.93,7.94,2.31,0.0,2.42,11.39,0.94,1.77,,3.52,10.02,5.23,0.2,
1919-12-01,0.13,3.12,0.58,0.13,2.32,0.29,0.57,0.93,0.3,1.9,0.47,0.2,0.25,5.25,6.67,2.84,0.06,0.62,
1920-02-01,7.68,2.03,0.58,1.46,,0.86,0.86,0.15,,7.47,0.29,0.05,2.96,,4.35,2.03,0.44,0.6,3.5
1920-04-01,7.26,7.31,0.6,0.0,5.44,4.33,1.99,0.2,0.0,2.22,2.28,2.47,0.05,4.52,4.81,10.37,0.08,,
1920-06-01,4.6,2.57,4.57,0.0005,3.13,2.64,1.93,3.91,,7.49,3.32,0.61,0.76,,5.42,2.89,2.25,0.75,
1920-08-01,7.31,3.04,5.84,0.75,6.4,1.73,6.71,2.12,,6.23,4.84,0.44,1.76,1.36,5.16,2.99,2.46,3.05,
1920-10-01,0.83,2.56,2.1,0.46,0.38,4.27,3.59,,,1.37,6.09,1.66,1.28,4.79,0.66,2.84,0.28,,
1920-12-01,5.27,7.37,1.27,0.0005,4.6,3.08,0.55,,0.0,3.21,2.1,0.38,0.47,,2.98,,0.0005,0.21,
1921-02-01,1.13,2.72,1.83,0.11,4.24,3.87,0.95,,0.0,4.26,1.11,,0.0005,1.82,,4.04,0.36,0.0,1.47
1921-04-01,2.81,8.45,3.78,0.02,4.66,7.05,1.68,0.0005,0.0,3.88,4.74,,0.98,,3.0,8.89,0.0005,,
1921-06-01,4.95,4.57,5.52,0.04,2.65,3.88,6.57,5.88,0.0,1.83,7.38,3.15,0.74,,3.14,5.26,4.02,0.6,0.03
1921-08-01,4.0,3.62,0.7,1.62,5.1,6.13,1.12,1.95,0.0,1.59,4.7,1.99,2.38,,3.36,2.33,1.68,6.69,
1921-10-01,5.19,0.86,0.32,0.11,1.35,0.37,0.0005,0.21,0.1,1.77,0.66,,1.65,,0.93,1.58,0.0005,0.96,
1921-12-01,2.98,4.74,2.05,0.87,1.1,1.46,0.02,0.0,0.1,4.04,2.48,,2.64,,2.36,4.6,0.0,1.22,
1922-02-01,5.18,5.38,1.62,0.32,3.41,3.53,0.61,0.13,,4.79,2.01,,2.25,,6.92,5.19,0.05,0.02,
1922-04-01,0.53,6.77,11.2,0.24,,4.88,4.61,2.64,,2.39,6.5,,0.35,,6.21,5.92,4.13,1.0,
1922-06-01,5.97,3.17,1.05,0.0005,3.82,0.63,0.88,1.24,,6.13,3.52,,0.21,,,1.15,1.88,0.46,
1922-08-01,4.06,0.86,1.48,0.58,2.81,,0.07,0.67,0.4,6.86,1.31,0.7,1.52,,,0.39,0.58,3.09,0.0005
1922-10-01,4.42,0.74,2.33,0.0005,1.97,0.9,1.95,0.37,,4.36,1.47,0.0,0.1,1.51,,1.48,0.0,0.0005,
1922-12-01,2.49,2.6,0.1,0.28,5.64,6.1,0.31,0.0,,2.85,1.96,0.0005,1.5,,,6.24,0.0,0.08,
1923-02-01,1.97,4.56,3.56,0.46,1.64,5.5,0.55,0.96,,3.06,1.19,0.45,0.79,,,5.16,1.41,1.2,
1923-04-01,1.85,7.3,6.85,0.05,2.82,4.49,4.33,3.35,,3.61,4.37,0.89,0.73,,,8.83,1.63,0.39,
1923-06-01,9.11,2.41,1.85,0.0,1.99,4.55,5.84,3.55,0.0,0.77,8.2,2.77,0.08,1.44,,5.38,,0.05,0.0
1923-08-01,5.9,3.37,0.09,0.65,0.84,1.36,2.25,5.64,,5.98,0.24,4.86,3.25,,,3.69,,5.67,0.0
1923-10-01,1.14,2.37,4.55,0.22,0.4,2.97,12.94,7.51,,1.17,7.77,3.73,0.85,,1.4,4.82,,0.73,
1923-12-01,1.58,8.49,8.48,2.23,2.62,,0.84,1.64,0.0,1.47,3.52,,2.11,,4.55,7.63,,1.87,0.23
1924-02-01,3.21,3.81,1.67,0.0005,2.35,0.94,0.5,0.19,0.0,2.45,2.07,0.19,0.0,,3.25,3.4,0.16,0.47,0.06
1924-04-01,3.02,5.68,1.95,0.22,3.88,5.51,2.68,0.63,0.2,3.59,4.22,1.25,0.25,1.24,7.8,5.67,0.43,0.27,0.97
1924-06-01,7.33,2.84,0.85,0.0005,3.51,2.88,3.17,2.07,0.0,5.72,5.15,0.28,0.0005,,1.93,2.7,1.15,0.38,0.0005
1924-08-01,2.56,1.43,0.65,0.14,2.0,0.48,3.58,3.79,0.0,2.1,5.2,0.39,0.13,,3.3,0.73,3.65,0.63,0.0
1924-10-01,2.38,0.07,0.2,0.3,0.5,0.17,2.54,1.09,0.0,1.03,1.38,0.89,1.32,,2.0,0.0,1.2,0.35,
1924-12-01,2.62,4.34,1.45,1.16,3.45,2.3,0.55,0.47,,2.38,2.9,0.32,1.97,5.75,6.06,5.1,0.15,0.66,
1925-02-01,2.07,2.69,0.83,0.02,1.58,3.48,0.5,0.05,0.0,1.05,1.69,0.4,1.02,7.98,1.27,3.72,0.0,0.12,
1925-04-01,0.95,1.25,2.18,0.51,3.29,3.44,4.27,0.38,,2.57,5.26,0.32,0.79,4.34,,0.36,0.89,,
1925-06-01,9.32,0.5,0.62,0.21,,1.73,2.88,1.33,,5.25,3.85,0.98,0.8,1.99,2.17,1.49,1.87,1.27,
1925-08-01,4.58,0.62,0.62,0.61,0.27,3.25,1.73,3.36,,2.79,2.69,0.13,1.2,0.36,1.0,1.29,,4.12,
1925-10-01,3.71,5.95,5.17,0.92,3.58,7.21,1.62,2.52,0.04,3.32,3.38,0.5,1.89,,2.31,9.62,,0.86,
1925-12-01,4.84,3.18,0.2,0.4,0.98,0.32,0.1,0.25,0.0,4.27,1.15,0.25,0.6,,2.62,3.21,0.0005,0.23,
1926-02-01,1.36,2.08,0.1,0.1,2.78,1.38,0.0005,0.1,0.1,2.96,1.85,0.03,0.33,7.23,4.3,1.51,0.02,0.12,4.42
1926-04-01,3.65,2.94,6.02,3.36,2.02,1.57,4.4,3.13,0.28,2.07,1.94,0.56,4.35,7.65,1.84,2.46,1.57,1.74,9.72
1926-06-01,9.06,2.63,2.57,0.0005,2.15,2.14,1.84,1.87,0.0005,3.92,6.69,3.17,0.23,0.6,2.27,1.67,1.02,0.87,0.0
1926-08-01,7.15,3.86,0.53,0.11,6.6,,6.38,1.59,0.1,4.37,9.68,1.29,0.51,0.0005,2.24,5.78,2.91,1.46,0.0
1926-10-01,1.61,6.15,3.41,0.07,1.45,6.37,4.47,0.58,0.35,2.21,4.03,0.55,0.79,0.61,1.59,3.81,2.0,0.4,0.18
1926-12-01,1.41,7.72,3.75,2.68,3.68,4.31,3.47,1.23,0.0005,4.96,2.88,0.35,2.9,1.8,4.23,8.14,0.97,0.94,1.97
1927-02-01,6.27,3.1,2.85,1.06,3.25,,1.08,0.24,1.0,2.82,0.93,0.07,2.88,11.67,4.68,3.05,0.29,0.43,11.8
1927-04-01,0.55,8.51,4.7,0.35,4.93,17.02,3.93,0.03,0.0,3.23,8.86,0.9,,5.55,1.96,7.11,0.02,1.04,1.13
1927-06-01,11.41,4.41,7.68,0.13,3.6,5.77,2.72,4.03,0.0,2.89,9.03,1.96,2.47,0.96,4.31,6.13,2.08,1.62,0.0
1927-08-01,6.27,3.69,0.3,0.69,3.84,,1.03,4.99,0.0,6.6,7.57,1.74,1.73,0.53,1.64,5.14,2.91,3.83,0.02
1927-10-01,0.64,1.58,5.53,0.57,2.3,7.08,1.86,0.18,0.0,3.47,4.42,0.07,1.18,4.88,,2.05,0.31,0.0005,2.54
1927-12-01,3.58,3.54,1.7,1.3,6.67,,0.83,0.09,0.45,4.88,3.07,0.1,1.3,2.89,8.81,2.96,0.04,0.73,2.65
1928-02-01,6.9,2.37,4.93,1.33,,1.78,1.88,0.75,0.37,2.32,1.76,0.09,1.68,3.03,3.8,2.4,0.53,1.1,3.62
1928-04-01,10.4,7.31,4.12,0.0005,3.35,9.45,2.36,1.66,0.0,4.69,5.3,0.74,0.4,3.07,6.12,8.56,0.15,1.0,0.64
1928-06-01,8.99,7.62,8.03,0.0,6.29,10.66,4.06,1.1,0.0,6.24,13.89,3.32,0.22,0.45,4.63,4.14,2.58,0.0,0.0
1928-08-01,8.71,1.56,2.5,1.47,4.28,3.81,0.24,2.92,0.0,5.3,9.62,0.65,1.85,0.0,13.19,3.65,2.63,2.0,0.0
1928-10-01,2.95,3.19,2.45,1.51,3.4,3.28,3.33,3.08,0.1,0.27,4.7,1.81,3.96,0.29,1.55,2.58,2.67,0.43,0.05
1928-12-01,2.1,5.37,3.17,1.01,0.35,,1.29,0.77,0.1,1.48,1.99,,0.99,3.63,1.8,3.76,0.65,0.5,3.07
1929-02-01,2.89,3.55,1.98,0.28,3.85,,2.71,0.36,0.0,3.48,3.37,,1.7,3.21,10.57,5.43,0.14,0.7,2.17
1929-04-01,4.28,3.4,2.67,0.43,2.65,4.65,2.81,0.48,0.0,2.2,9.12,1.45,0.59,4.44,,3.26,0.42,0.45,1.7
1929-06-01,6.05,0.02,0.22,0.0005,2.92,6.39,2.72,0.38,0.0,8.63,8.5,0.11,0.0,3.14,5.81,2.89,1.87,,0.21
1929-08-01,6.84,0.36,0.75,2.09,2.32,0.14,0.61,1.9,0.0,4.28,0.32,3.5,2.21,0.0005,1.17,0.17,2.75,5.8,0.0
1929-10-01,0.95,1.64,1.64,0.09,5.14,5.44,2.24,0.67,0.0,7.62,5.34,0.13,0.21,0.01,11.79,4.86,1.52,1.09,0.0005
1929-12-01,4.37,4.23,4.86,0.0005,1.3,3.78,0.12,0.1,0.0,2.27,0.98,0.0,0.0005,3.4,4.89,3.18,0.0005,0.02,0.0
1930-02-01,2.72,4.73,3.66,0.19,1.85,2.34,0.0,0.0005,0.0,0.97,1.22,0.0,0.73,4.35,0.66,,0.0,0.15,1.53
1930-04-01,1.62,0.55,3.82,0.2,2.5,2.21,4.03,0.12,0.0,3.22,6.35,,1.65,3.54,,0.79,,0.0,0.29
1930-06-01,7.4,1.09,1.35,0.16,2.2,,3.72,3.49,0.0,4.91,6.65,1.52,0.4,0.32,,0.0,,0.15,0.0
1930-08-01,3.04,3.53,0.93,0.59,3.45,0.73,0.6,1.41,0.0005,0.94,2.18,2.25,1.82,0.0005,0.86,1.33,2.2,1.15,0.0005
1930-10-01,0.61,5.48,6.83,0.16,2.2,3.44,4.4,2.44,0.0,1.67,4.79,2.1,0.34,0.52,2.5,3.55,1.47,0.0,0.02
1930-12-01,3.95,4.84,2.64,0.0005,1.2,1.32,0.99,0.19,0.0,2.39,2.07,0.17,0.0,0.23,3.6,3.53,0.9,0.3,0.0
1931-02-01,2.99,4.33,3.53,3.71,1.17,6.25,1.24,1.81,0.57,1.15,2.77,0.74,1.47,3.17,2.1,7.07,0.14,0.5,3.21
1931-04-01,2.1,1.23,2.17,0.4,4.26,4.4,2.32,2.57,0.03,4.26,4.95,0.21,0.73,2.51,2.66,2.15,2.27,1.0,3.12
1931-06-01,3.62,3.8,1.27,0.02,1.51,2.01,1.42,0.17,0.1,5.65,1.93,0.0,0.39,1.01,1.83,3.71,0.13,1.14,0.0
1931-08-01,4.37,3.61,0.13,1.7,5.41,6.61,1.31,2.87,0.05,8.78,6.76,0.43,0.56,0.06,2.19,1.22,3.52,4.02,0.76
1931-10-01,0.39,0.74,1.69,0.22,0.66,2.3,3.39,1.31,0.0005,1.65,4.43,0.27,2.74,0.47,0.33,1.58,0.46,0.53,0.05
1931-12-01,2.04,11.83,3.86,0.75,,4.47,1.57,0.24,0.03,2.41,0.56,0.0,2.9,14.9,8.32,15.61,0.98,0.15,9.6
1932-02-01,1.22,5.26,5.07,2.12,3.9,4.8,1.26,0.5,0.05,1.95,1.22,0.0005,2.27,9.06,,8.51,0.41,0.35,7.16
1932-04-01,0.58,1.68,3.8,0.05,2.84,1.47,3.0,1.32,0.0,2.11,1.98,2.07,1.0,,,3.03,1.73,0.27,0.57
1932-06-01,9.52,5.74,2.0,0.23,1.86,4.77,7.91,3.27,0.02,1.76,6.02,2.93,0.67,0.24,,5.35,6.41,0.05,0.08
1932-08-01,8.07,0.05,1.23,0.1,4.57,1.27,2.48,2.28,0.0,0.55,1.18,0.32,1.57,0.02,,1.1,2.77,2.79,0.0
1932-10-01,2.29,1.31,0.67,1.73,4.72,4.41,1.9,0.57,0.02,5.11,2.95,0.0005,0.37,0.13,,2.33,0.64,1.0,0.0005
1932-12-01,0.56,9.55,3.41,1.84,4.8,6.56,4.6,0.7,0.01,4.52,7.58,0.38,1.02,3.76,,8.77,0.74,0.53,0.76
1933-02-01,4.62,7.54,2.04,0.15,3.68,2.52,1.76,0.26,0.0,2.15,0.68,0.1,0.14,,,8.62,0.42,1.23,0.0
1933-04-01,9.2,3.31,2.09,1.11,2.25,2.27,1.03,,0.0,4.63,5.73,3.21,1.26,0.93,1.19,4.6,0.0,0.8,0.4
1933-06-01,3.14,1.48,0.0,0.23,2.85,0.75,0.08,1.3,0.0005,2.02,0.47,0.28,0.24,0.47,,1.12,0.21,1.47,0.37
1933-08-01,8.98,2.23,1.25,0.38,5.57,4.37,,8.38,0.07,7.48,5.21,2.11,0.85,0.0,2.92,2.14,9.37,2.1,0.06
1933-10-01,2.48,2.28,1.79,0.38,1.37,3.39,3.22,0.24,0.0005,1.3,4.18,0.0,1.52,2.05,2.48,1.62,0.37,2.99,0.65
1933-12-01,0.86,8.86,4.52,0.0005,1.23,5.21,1.63,0.0,0.0005,2.38,2.58,0.72,0.55,6.83,0.68,7.98,0.0,0.3,5.44
1934-02-01,2.68,3.51,2.4,0.99,3.12,1.09,0.85,0.15,0.0005,3.7,1.39,0.69,1.41,6.06,,2.3,0.0005,0.26,3.2
1934-04-01,4.07,4.87,4.38,0.07,3.22,3.14,1.01,0.01,0.0,1.63,1.64,0.45,0.66,0.2,3.53,1.33,1.27,0.71,0.0
1934-06-01,8.74,1.4,0.0,0.03,2.51,2.05,2.67,0.91,0.0005,2.21,1.69,1.0,0.05,1.65,,6.81,1.02,0.26,0.34
1934-08-01,4.49,0.31,0.77,1.07,1.23,1.48,3.49,1.83,0.0005,3.41,1.9,0.34,0.57,0.1,3.28,2.41,3.28,5.95,0.0
1934-10-01,,0.0,0.39,0.0,2.94,0.6,4.45,0.49,0.55,0.46,1.92,0.0,0.15,2.22,4.87,0.98,0.87,0.0,2.09
1934-12-01,1.77,5.68,0.63,1.71,1.78,2.07,0.3,0.03,0.34,1.61,1.38,0.0,1.17,4.55,2.85,4.85,0.04,0.35,4.25
1935-02-01,2.97,3.42,3.11,3.18,2.45,1.58,0.94,0.0,,2.9,1.61,0.06,0.92,2.31,,4.28,0.0005,1.47,0.8
1935-04-01,1.99,7.41,4.52,0.09,3.42,4.29,2.45,0.02,0.0,4.34,4.09,0.45,0.78,11.99,4.32,4.85,0.0,0.57,3.62
1935-06-01,5.15,5.8,12.09,0.0,3.3,10.89,3.08,0.64,0.0,5.92,14.24,3.53,0.0,0.0,0.52,5.65,1.99,0.0,0.0
1935-08-01,11.49,0.86,0.88,1.27,3.04,1.74,1.35,3.64,0.0005,4.43,3.63,0.41,1.21,0.5,10.71,1.65,4.88,7.91,0.32
1935-10-01,0.38,3.62,5.49,0.13,1.95,6.68,1.9,0.27,0.0005,1.3,6.78,0.02,0.65,1.89,0.61,4.13,0.0005,0.0,0.74
1935-12-01,,1.96,2.11,0.39,1.02,5.75,1.84,0.24,0.11,2.03,1.53,0.32,0.71,2.82,2.3,0.89,0.2,1.4,1.96
1936-02-01,4.97,1.56,0.95,1.01,2.81,1.86,0.0,0.07,0.13,3.43,1.07,0.02,1.95,19.53,,2.23,0.2,1.27,13.29
1936-04-01,0.24,1.82,1.39,0.14,4.41,1.97,1.1,0.01,0.0,4.2,3.96,0.3,0.25,2.57,10.83,2.47,0.0005,0.3,0.75
1936-06-01,1.55,1.54,0.0005,0.0005,0.79,1.44,0.09,2.01,0.0005,2.03,1.8,0.98,0.48,1.63,3.98,1.84,2.12,1.05,0.0005
1936-08-01,10.84,0.14,0.4,0.32,,0.64,0.18,2.02,1.35,2.27,0.63,0.85,1.77,0.1,3.73,0.55,1.0,2.96,0.25
1936-10-01,7.62,4.45,3.83,0.13,4.07,6.45,1.12,0.2,0.36,1.05,4.73,0.78,1.62,1.39,2.25,4.09,0.86,0.25,3.19
1936-12-01,4.03,8.5,6.3,2.12,3.58,,0.36,0.62,0.65,4.56,3.03,0.37,2.32,10.6,6.33,6.93,0.27,0.51,7.76
1937-02-01,6.05,2.22,0.69,0.76,3.17,1.2,0.1,0.08,0.08,1.69,1.63,0.07,2.5,12.88,4.75,2.5,0.25,0.75,8.56
1937-04-01,5.57,2.15,1.36,0.0005,3.24,2.75,1.76,0.88,0.23,5.42,4.12,0.99,0.0005,2.73,6.97,3.73,0.45,0.22,0.11
1937-06-01,7.43,3.42,4.61,0.0005,4.17,,2.55,2.42,0.0005,6.3,3.85,0.99,0.0005,0.08,5.15,2.73,1.29,,0.0
1937-08-01,8.29,2.8,0.71,0.05,5.18,,8.23,,0.0,7.69,1.14,0.09,1.51,0.0,14.28,5.15,0.7,1.7,0.0
1937-10-01,3.96,5.65,3.79,0.0005,5.3,,2.56,1.84,0.0005,4.98,1.91,,0.32,0.64,3.42,4.6,1.2,0.69,0.21
1937-12-01,0.43,7.92,8.24,0.41,1.92,,0.2,0.59,0.09,0.85,2.14,,1.16,12.12,3.04,3.44,0.6,0.31,5.92
1938-02-01,1.2,3.15,5.57,1.55,2.94,,2.53,1.3,0.36,1.68,4.14,0.4,1.99,16.64,0.69,2.79,0.91,0.86,10.61
1938-04-01,1.15,5.43,8.17,0.0005,2.42,,1.97,,0.16,2.8,2.25,0.27,0.64,4.66,8.25,4.4,0.25,0.44,2.21
1938-06-01,4.78,3.12,11.89,0.28,4.07,,2.92,1.48,0.0005,12.09,5.9,0.91,2.06,0.78,5.29,6.19,4.0,0.46,0.09
1938-08-01,5.07,2.79,1.27,0.97,2.48,,0.06,0.24,0.43,2.18,1.14,1.44,0.74,0.0005,1.54,3.99,0.4,3.62,0.0
1938-10-01,1.04,0.95,0.16,0.0005,0.12,0.23,0.83,1.28,0.03,2.08,1.1,0.14,0.48,3.73,0.78,0.53,3.06,0.0005,0.03
1938-12-01,1.86,4.5,1.96,1.14,0.92,,0.15,0.55,1.51,1.87,1.12,0.13,1.77,1.6,3.51,3.28,0.05,0.28,5.77
1939-02-01,3.5,12.68,5.45,0.89,4.5,,0.2,0.22,0.23,2.98,3.0,1.56,1.07,3.88,9.84,9.89,0.2,0.65,1.34
1939-04-01,4.76,4.54,3.09,0.17,2.43,,1.12,1.04,0.69,3.54,2.22,0.26,0.28,0.74,4.11,5.3,0.98,1.47,0.39
1939-06-01,7.06,1.45,9.4,0.0,1.69,4.37,5.04,0.3,0.0,7.57,5.5,0.86,0.0005,0.11,,6.5,2.88,0.0,0.0
1939-08-01,8.36,1.09,0.81,1.18,2.12,2.15,1.8,1.88,,8.67,2.69,1.47,0.35,0.05,3.79,1.0,3.24,2.2,0.0005
1939-10-01,0.16,1.13,1.71,0.02,0.72,2.3,2.09,0.81,0.0005,7.33,2.64,0.12,0.93,3.64,0.12,0.1,1.04,0.75,0.15
1939-12-01,1.8,4.46,2.02,0.0005,2.15,1.54,0.89,0.96,0.04,1.42,1.67,0.74,0.09,0.92,3.24,3.55,1.17,0.32,1.24
1940-02-01,6.56,3.49,3.21,0.61,1.9,2.69,1.96,0.51,1.2,2.37,1.07,0.33,2.28,11.23,4.25,5.17,0.35,0.8,6.18
1940-04-01,2.7,5.03,7.99,0.09,2.47,7.07,4.49,0.71,0.58,4.24,6.06,1.82,0.97,,2.48,5.82,1.5,0.45,1.57
1940-06-01,5.69,5.0,8.98,0.0005,4.82,5.63,0.58,0.28,0.0,4.07,4.35,1.32,0.25,,4.4,8.73,1.02,0.74,
1940-08-01,9.04,3.71,1.7,0.48,9.14,6.76,1.58,3.54,0.0,12.92,8.28,2.32,0.82,0.0005,10.22,3.59,1.63,3.14,0.0
1940-10-01,0.0,2.37,1.67,1.3,2.33,2.13,1.36,0.02,0.0005,2.02,2.32,0.1,2.45,1.86,0.68,0.93,0.63,0.34,1.26
1940-12-01,6.02,5.21,4.82,3.75,1.29,3.81,1.02,0.24,0.34,2.63,2.11,0.14,3.7,16.52,3.61,4.96,0.03,0.84,
1941-02-01,4.91,4.25,5.14,1.78,0.47,3.85,2.87,0.39,0.74,1.4,1.2,0.1,1.78,10.11,1.71,1.99,0.09,0.8,11.25
1941-04-01,2.63,6.09,8.14,2.12,2.02,4.82,5.02,2.35,0.58,4.06,8.52,1.09,2.81,4.09,1.72,4.74,1.6,1.03,
1941-06-01,,2.83,6.69,0.0005,2.48,4.36,9.58,3.41,0.01,4.34,6.63,1.77,0.97,0.07,7.52,3.55,7.45,1.3,
1941-08-01,3.55,3.43,4.3,0.85,1.75,4.87,3.91,1.29,0.52,4.12,5.86,2.47,1.06,0.4,1.99,3.67,2.29,1.76,0.06
1941-10-01,7.9,6.04,5.99,0.5,0.95,9.81,9.38,6.3,0.45,0.37,15.15,2.27,4.68,,2.28,9.82,5.2,0.66,1.06
